zip,lat,lon
20422,38.8933,-77.0146
20646,38.5257,-76.9865
20650,38.2774,-76.638
20678,38.5336,-76.5955
20706,38.9675,-76.8551
20735,38.7549,-76.9026
20744,38.7587,-76.9835
20774,38.8682,-76.8156
20814,39.0003,-77.1022
20832,39.1526,-77.0749
20850,39.087,-77.168
20876,39.188,-77.2358
20904,39.0668,-76.9969
20910,38.9982,-77.0338
21001,39.5109,-76.1805
21014,39.5394,-76.3564
21044,39.2141,-76.8788
21061,39.1618,-76.6297
21133,39.3746,-76.8002
21157,39.5642,-76.9807
21201,39.2946,-76.6252
21202,39.2998,-76.6075
21204,39.4072,-76.6038
21205,39.3009,-76.5799
21207,39.3296,-76.7341
21209,39.3716,-76.6744
21215,39.3446,-76.6794
21218,39.3265,-76.6048
21224,39.2876,-76.5568
21225,39.2259,-76.6153
21228,39.2782,-76.7401
21229,39.2856,-76.6899
21237,39.3361,-76.5014
21239,39.361,-76.5891
21287,39.2975,-76.5927
21401,38.9898,-76.5501
21502,39.5992,-78.8444
21550,39.4339,-79.3167
21601,38.7768,-76.0758
21613,38.5643,-76.0874
21620,39.2125,-76.0802
21701,39.4461,-77.335
21742,39.6573,-77.6921
21784,39.4567,-76.9696
21801,38.3824,-75.6336
21811,38.3475,-75.1866
21902,39.553,-76.0725
21921,39.6264,-75.8458
22033,38.8776,-77.3885
22042,38.8635,-77.1939
22044,38.8589,-77.1548
22060,38.6947,-77.1433
22191,38.6356,-77.2683
22205,38.8836,-77.1395
22304,38.8149,-77.121
22306,38.7589,-77.0873
22401,38.2995,-77.4772
22408,38.2481,-77.4681
22482,37.7162,-76.382
22554,38.4586,-77.4306
22560,37.9146,-76.9125
22601,39.1858,-78.1827
22630,38.9268,-78.1796
22664,38.887,-78.5217
22701,38.5117,-77.9928
22801,38.4489,-78.8714
22835,38.6548,-78.4596
22908,38.0401,-78.4851
22911,38.0995,-78.4085
22939,38.0964,-78.9929
23061,37.4126,-76.5464
23114,37.4815,-77.6419
23116,37.6691,-77.3294
23124,37.553,-77.0742
23185,37.2732,-76.7324
23188,37.3178,-76.7634
23223,37.5477,-77.3948
23225,37.5158,-77.5047
23226,37.5825,-77.5197
23229,37.4638,-77.398
23249,37.5242,-77.4932
23298,37.5406,-77.4316
23320,36.7352,-76.2384
23417,37.7102,-75.7528
23434,36.7304,-76.5931
23454,36.8282,-76.0237
23456,36.7341,-76.0359
23502,36.8546,-76.2143
23507,36.8645,-76.3004
23601,37.058,-76.4607
23602,37.1132,-76.5179
23666,37.0462,-76.4096
23667,37.0193,-76.3318
23707,36.8362,-76.344
23708,36.8354,-76.2983
23803,37.2123,-77.4814
23805,37.1819,-77.3854
23847,36.6857,-77.563
23851,36.6786,-76.9391
23860,37.2876,-77.295
23901,37.3027,-78.4076
23970,36.7124,-78.1534
24014,37.2327,-79.9463
24060,37.2563,-80.4347
24070,37.3696,-80.1284
24073,37.1353,-80.4188
24134,37.3041,-80.7267
24151,36.9891,-79.884
24153,37.2853,-80.0692
24211,36.6673,-81.9648
24219,36.8581,-82.7627
24228,37.1592,-82.4453
24266,36.8809,-82.0956
24277,36.7508,-83.0223
24301,37.0567,-80.771
24333,36.6565,-80.9117
24354,36.8273,-81.5349
24382,36.9407,-81.0941
24402,38.1593,-79.0629
24445,37.9638,-79.8717
24450,37.7885,-79.4581
24457,37.7887,-79.8837
24501,37.353,-79.1557
24523,37.3153,-79.5331
24541,36.5779,-79.4411
24592,36.6963,-78.9188
24614,37.2967,-82.1061
24641,37.0941,-81.8123
24651,37.1078,-81.51
24740,37.3799,-81.1175
24801,37.4329,-81.5846
24924,38.186,-80.1345
24970,37.7418,-80.4626
25130,38.0444,-81.7938
25136,38.1725,-81.3222
25271,38.809,-81.702
25276,38.7897,-81.3303
25301,38.349,-81.6306
25304,38.3173,-81.5903
25309,38.3684,-81.6996
25401,39.4567,-77.9727
25405,39.4092,-77.9615
25411,39.5526,-78.1877
25438,39.2995,-77.8606
25550,38.8632,-82.1132
25601,37.8487,-81.9935
25661,37.6902,-82.2642
25701,38.4097,-82.4423
25702,38.4286,-82.3911
25704,38.3849,-82.5036
25705,38.4096,-82.369
25801,37.7932,-81.2061
25901,37.9723,-81.1487
25951,37.664,-80.8678
26003,40.1027,-80.6476
26038,39.9597,-80.7323
26062,40.4137,-80.5683
26101,39.2644,-81.5354
26147,38.9324,-81.0763
26155,39.6588,-80.8565
26175,39.5584,-80.9818
26201,38.9755,-80.2407
26241,38.9253,-79.8471
26288,38.4832,-80.4476
26301,39.2874,-80.3419
26330,39.2954,-80.2427
26354,39.3414,-80.0285
26416,39.1613,-80.0492
26452,39.0411,-80.4737
26505,39.6505,-79.944
26506,39.6453,-79.9627
26537,39.4819,-79.7063
26554,39.4941,-80.2213
26624,38.6862,-80.7863
26651,38.3009,-80.8353
26726,39.4527,-78.8926
26757,39.3424,-78.7481
26847,38.9908,-79.1293
27006,36.0065,-80.4463
27016,36.4559,-80.2194
27030,36.5007,-80.6119
27103,36.0671,-80.3025
27104,36.092,-80.3224
27157,36.0275,-80.2073
27203,35.7323,-79.7893
27216,36.0475,-79.4797
27261,36.0807,-80.0244
27288,36.5,-79.759
27293,35.8829,-80.276
27330,35.4698,-79.1717
27344,35.7354,-79.4566
27360,35.8713,-80.0913
27371,35.3777,-79.9093
27401,36.0697,-79.7682
27509,36.1359,-78.7636
27514,35.9203,-79.0372
27518,35.7299,-78.7735
27529,35.6813,-78.5975
27530,35.3683,-78.0929
27534,35.3664,-77.9221
27536,36.3301,-78.3981
27565,36.3313,-78.6134
27573,36.4059,-78.9737
27577,35.5068,-78.3479
27607,35.8014,-78.6877
27610,35.7667,-78.6008
27617,35.9034,-78.7447
27704,36.0383,-78.8764
27705,36.0218,-78.9478
27804,35.9904,-77.8468
27834,35.6192,-77.3975
27870,36.4461,-77.6731
27886,35.8983,-77.5421
27893,35.727,-77.9227
27909,36.2951,-76.2445
27910,36.2957,-76.9966
27932,36.0908,-76.6224
27959,35.8865,-75.6038
27962,35.8508,-76.7431
